title,author,isbn,isbn13,year_published,publisher,pages,average_rating,ratings_count,description,categories,genres,source,google_id,goodreads_id,user_rating,user_read_date,user_shelves,popularity_score
Get Home (A Heather King Suspense Thriller—Book Five),Kate Bold,,9798341561526,2026,Kate Bold,2,0.0,0,"“This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ When old root cellars become the final resting place for unsuspecting newcomers, rookie Deputy Heather King must preserve more than just peace. As she uncovers the lethal link between the victims and their grim fate, will she jar loose the secrets before the killer seals her own doom? GET HOME is BOOK #5 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 3,000 five star ratings and reviews. The series begins with GET OUT (BOOK #1). The Heather King mystery series is a riveting saga that will have you on the edge of your seat with its intense twists and exhilarating suspense. Featuring a captivating new take on the genre, this series presents an ingenious protagonist who is sure to win your heart and compel you to read well past bedtime. Fans of Mary Burton, Lee Child, and Melinda Leigh are sure to fall in love. Future books in the series are also available! “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",['Fiction'],['Thriller'],thriller,7jiEEQAAQBAJ,,0,,[],0.0
The Lies We Tell,Jane Corry,0241989019,9780241989012,2021,Penguin UK,283,0.0,0,"Save your son . . . or save yourself? ---------- 'Everything I love in a book' Lisa Jewell 'Leaves you asking - what would I do? Jane Corry's best yet' BA Paris Sarah always thought of herself and her husband, Tom, as good people. But that was before their son Freddy came home saying he'd done something terrible. Begging them not to tell the police. Soon Sarah and Tom must find out just how far they are willing to push themselves, and their marriage, to protect their only child . . . As the lies build up and Sarah is presented with the perfect opportunity to get Freddy off the hook, she is faced with a terrifying decision . . . From the Sunday Times bestselling author of My Husband's Wife, comes a beautifully written page-turner for fans of Lisa Jewell and Clare Mackintosh. ---------- PRAISE FOR JANE CORRY 'Compulsive, edgy and with some fabulous twists that I didn't see coming!' B A Paris, The Therapist 'Beautifully written' Peter James, Left You Dead 'A 'keep you up all night' thriller with a very big heart. I loved it' Kate Hamer, Crushed 'I raced through this - staying up FAR too late to finish' Teresa Driscoll, Her Perfect Family",['Fiction'],['Thriller'],thriller,NnjnDwAAQBAJ,,0,,[],0.0
Safe at Home,Lauren North,1473589231,9781473589230,2021,Random House,306,0.0,0,"'Addictive, tense and pacy, Safe at Home kept me constantly guessing' B A Paris, bestselling author of Behind Closed Doors and The Therapist What if you left your child alone, and something terrible happened? Anna James is an anxious mother. So when she has to leave eleven-year-old Harrie home alone one evening, she can't stop worrying about her daughter. But nothing bad ever happens in the sleepy village of Barton St Martin. Except something goes wrong that night, and Anna returns to find Harrie with bruises she won't explain. The next morning a local businessman is reported missing and the village is sparking with gossip. Anna is convinced there's a connection and that Harrie is in trouble. But how can she protect her daughter if she doesn't know where the danger is coming from? 'A wonderfully dark, addictive, intriguing and twisty read' Karen Hamilton, author of The Perfect Girlfriend 'If you're in the mood for a dark family drama, this novel will be right up your street . . . Expect plenty of twists and turns.' Heat 'A deliciously gripping thriller; the twists blew my mind!' Emma Curtis, author of Keep Her Quiet 'Razor-sharp and shocking - a breathless thriller that never lets up the pace' Charlotte Duckworth, author of The Perfect Father 'A chilling thriller, perfect for a long weekend.' Daily Express Readers are gripped by Safe at Home: 'This is psychological suspense at its very best' ⭐ ⭐ ⭐ ⭐ ⭐ 'Such a gripping, intense story with so many secrets being exposed' ⭐ ⭐ ⭐ ⭐ ⭐ 'Many characters weren't who they seemed and just when I thought it was all wrapped up, there was a twist I didn't see coming!' ⭐ ⭐ ⭐ ⭐ ⭐",['Fiction'],['Thriller'],thriller,GigOEAAAQBAJ,,0,,[],0.0
The Mother-In-Law,Sally Hepworth,1760552186,9781760552183,2019,Macmillan,0,0.0,0,"Someone once told me that you have two families in your life-the one you are born into and the one you choose. But that's not entirely true is it? Yes, you may get to choose your partner, but you don't, for instance, choose your children. More importantly, you don't choose your mother-in-law. The cackling mercenaries of fate determine it all.From the moment Lucy met Diana, she was kept at arm's length. Diana is exquisitely polite, but Lucy knows, even after marrying Oliver, that they'll never have the closeness she'd been hoping for. But who could fault Diana? She was a pillar of the community, an advocate for social justice, the matriarch of a loving family. Lucy had wanted so much to please her new mother-in-law.That was ten years ago. Now, Diana has been found dead, leaving a suicide note. Lucy and Oliver wonder if her treatment for cancer had worn her down. The autopsy finds that Diana didn't have cancer, but it does reveal evidence of suffocation. Someone wanted Diana dead. And everyone in the family is hiding something...From the bestselling author of The Family Next Door comes a new page-turner about that trickiest of relationships and what happens when it all goes wrong.",[],['Thriller'],thriller,tBEZugEACAAJ,,0,,[],0.0
Watching You,Lisa Jewell,178475627X,9781784756277,2019,Arrow,0,0.0,0,"You're back home after four years working abroad, new husband in tow. You're keen to find a place of your own. But for now you're crashing in your big brother's spare room. That's when you meet the man next door. He's the head teacher at the local school. Twice your age. Extraordinarily attractive. You find yourself watching him. All the time. But you never dreamed that your innocent crush might become a deadly obsession. Or that someone is watching you.",['Fiction'],['Thriller'],thriller,uA7ttgEACAAJ,,0,,[],0.0
The End of Her,Shari Lapena,1984880535,9781984880536,2021,Penguin,369,0.0,0,"A NEW YORK TIMES BESTSELLER! Another thrilling domestic suspense novel from the New York Times bestselling author of The Couple Next Door and Not a Happy Family “The End of Her will keep you guessing right up to the end . . . once you pick it up, you will not want to put it down.” —USA Today ""[Shari Lapena is] the queen of the one-sit read"" —Linwood Barclay A long-ago accident—and a visitor from out of the blue. . . Stephanie and Patrick are adjusting to life with their colicky twin girls. The babies are a handful, but even as Stephanie struggles with the disorientation of sleep deprivation, there's one thing she's sure of: she has all she ever wanted. Then Erica, a woman from Patrick's past, appears and makes a disturbing accusation. Patrick had always said his first wife's death was an accident, but now Erica claims it was murder. Patrick insists he's innocent, that this is nothing but a blackmail attempt. Still, Erica knows things about Patrick--things that make Stephanie begin to question her husband. Stephanie isn't sure what, or who, to believe. As Stephanie's trust in Patrick begins to falter, Patrick stands to lose everything. Is Patrick telling the truth--is Erica the persuasive liar Patrick says she is? Or has Stephanie made a terrible mistake? How will it end?",['Fiction'],['Thriller'],thriller,qLZPEAAAQBAJ,,0,,[],0.0
Three Nail-Biter Thrillers: A First in Series Boxed Set,Meghan O'Flynn,,,2024,Pygmalion Publishing,851,0.0,0,"Do you love intense psychological crime thrillers full of unpredictable twists? Addictive and fearless, this first in series collection is perfect for fans of Gillan Flynn, Caroline Kepnes, and Dexter. Deadly Words (from the Born Bad series): To save herself, she'll have to go up against the world's most vicious serial killer. She just calls him ""Dad."" A thriller for fans of Dark Places and You. The Dead Don’t Dream (from the Mind Games series): A psychologist must decide whether her sleepwalking patient is a victim or a brutal serial killer in this unpredictable psychological thriller for fans of Gillan Flynn and Bones. Famished (from the Ash Park series): A macabre poem scrawled in blood. A girl with a secret. And a ruthless killer who’ll stop at nothing to find her. If you like mouthy detectives, twisted serial killers, and addictive mysteries, this chilling crime series has you covered! For fans of Chelsea Cain and Dexter. ""Full of complex, engaging characters and evocative detail… a white-knuckle thrill ride. O'Flynn is a master storyteller."" ~Paul Austin Ardoin, USA Today Bestselling Author “Heart-pounding, chilling, and haunting, packed with the electrifying plot twists O’Flynn is known for. O’Flynn masterfully guides you to the other side in a way you’ll never forget, and keeps you coming back for more.” ~Bestselling Author Emerald O’Brien “Genius—no thriller lover should miss the irrevocable madness of Poppy Pratt. Read this series with more than just the nightstand light on.” ~KR Stanfield, author of Extirpation “Absolutely incredible. Thrilling, emotional, and depraved, with twists and turns you don't see coming."" ~Bestselling Author Kristen Mae * * * * KEYWORDS: strong female lead, female sleuth, female investigator, amateur sleuth, psychologist sleuth, female protagonist, psychologist protagonist mystery suspense thriller series, hard-boiled mysteries, female protagonist, pulp, murder, female lawyer protagonist, noir, dark mood, hard-boiled mystery, police procedural, mystery series, crime, noir, gritty detective novels, psychological thrillers, serial killer, crime thriller, crime fiction, hard boiled detective, hardboiled detective fiction, hard boiled crime, funny psychologist, dorky sleuth gritty mysteries, mystery series books, psychological thriller series, psychological thriller, detective shrink partner, psychologist detective, psychological suspense, psychological thriller books, nail biter mysteries, wise cracking detective, detective partners, crime fiction, urban murder mystery, serial killer thriller, female protagonist, whodunit, whodunnit, family drama, domestic suspense thriller, psychological domestic suspense, dark and suspenseful",['Fiction'],['Thriller'],thriller,wvvtEAAAQBAJ,,0,,[],0.0
Vengeance Zero (An Agent Zero Spy Thriller—Book #10),Jack Mars,1094371440,9781094371443,2020,Jack Mars,364,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews VENGEANCE ZERO is book #10 in the #1 bestselling AGENT ZERO series, which begins with AGENT ZERO (Book #1), a free download with nearly 300 five-star reviews. When a minor terrorist group, looking to make its mark, aims to take out a “soft target” in the United States—one relatively unguarded yet which can be hugely damaging to the U.S.—the race is on for Agent Zero to discover their object and stop them before it’s too late. Yet Zero faces his own battles: when he is targeted for assassination and someone close to him ends up the victim instead, it sends his life into a downspin, and allows him only course of action: vengeance. Will Zero be able to save the target—and himself—before he spirals out of control? VENGEANCE ZERO (Book #10) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Books #11 and #12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,xSjfDwAAQBAJ,,0,,[],0.0
Agent in Berlin,Alex Gerlis,1800321562,9781800321564,2021,Canelo,475,0.0,0,"To live among wolves, first you must become one... An unmissable new spy thriller from best-selling master of the genre, Alex Gerlis. War is coming to Europe. British spymaster Barnaby Allen begins recruiting a network of agents in Germany. With diplomatic relations quickly unravelling, this pack of spies soon comes into their own: the horse-loving German at home in Berlin’s underground; the young American sports journalist; the mysterious Luftwaffe officer; the Japanese diplomat and the most unlikely one of all... the SS officer’s wife. Despite constant danger and the ever-present threats of discovery and betrayal, Allen’s network unearths top-secret plans for a new German fighter plane – and a truly devastating intelligence prize... an audacious Japanese plan to attack the United States. But can they prove it? The race is on. An unputdownable and atmospheric Second World War espionage thriller, Agent in Berlin will grip you to the very end. Perfect for readers of David Young, Robert Harris and Rory Clements. Praise for Agent in Berlin 'Gerlis proves himself a master of spy fiction to rival John le Carré, Robert Harris and other leading lights with this gripping and entertaining novel set mostly in the frenzied world of pre-war Berlin' David Young, author of Stasi Child 'Everything slots together perfectly in this hugely atmospheric and powerfully character-driven story set in Germany at the rise of Nazism ... a brilliant new addition to the genre' Chris Lloyd, author of The Unwanted Dead 'Amazing plotting, packs a real punch' Mark 'Billy' Billingham, Sunday Times bestselling author of The Hard Way 'The first volume of a promising new series, Alex Gerlis handles an ensemble cast with panache' Financial Times 'An unmissable spy thriller from bestselling master of the genre Alex Gerlis' Spybrary Podcast",['Fiction'],['Thriller'],thriller,1BQ-EAAAQBAJ,,0,,[],0.0
Target Zero (An Agent Zero Spy Thriller—Book #2),Jack Mars,1640298002,9781640298002,2019,Jack Mars,392,0.0,0,"“One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) In this follow up to book #1 (AGENT ZERO) in the Agent Zero spy series, TARGET ZERO (Book #2) takes us on another wild, action-packed ride across Europe as elite CIA agent Kent Steele is summoned to stop a biological weapon before it devastates the world—all while grappling with his own memory loss. Life returns only fleetingly back to normal for Kent before he finds himself summoned by the CIA to hunt down terrorists and stop another international crisis—this one even more potentially devastating than the last. Yet with an assassin hunting him down, a conspiracy within, moles all around him and with a lover he can barely trust, Kent is setup to fail. His memory is quickly returning, though, and with it, flashes into the secrets of who he was, what he’d discovered, and why they are after him. His own identity, he realizes, may be the most perilous secret of all. TARGET ZERO is an espionage thriller that will keep you turning pages late into the night. Books #3-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,AiePDwAAQBAJ,,0,,[],0.0
Chasing Zero (An Agent Zero Spy Thriller—Book #9),Jack Mars,1094371211,9781094371214,2020,Jack Mars,388,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews CHASING ZERO is book #9 in the #1 bestselling AGENT ZERO series, which begins with AGENT ZERO (Book #1), a free download with nearly 300 five-star reviews. The Palestinians decide they want to make peace with Israel—and they want the U.S. President to broker the historic treaty on their territory. Agent Zero advises the President against the dangerous trip, but he insists on going. After a series of dramatic and shocking twists, the most dangerous 48 hours of Zero’s life ensue, forcing him into an impossible mission: save the President at all costs. CHASING ZERO (Book #9) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Books #10-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,V4LVDwAAQBAJ,,0,,[],0.0
Decoy Zero (An Agent Zero Spy Thriller—Book #8),Jack Mars,1094312916,9781094312910,2020,Jack Mars,379,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews DECOY ZERO is book #8 in the #1 bestselling AGENT ZERO series, which begins with AGENT ZERO (Book #1), a free download with nearly 200 five-star reviews. A new, high-tech railgun is invented, with a capability of firing an indefensible missile, seven times the speed of sound—and the fate of America is at risk. Who or what is the target? And who will be behind its launch? In a mad race against time, Agent Zero must use all of his skills to track down the source of this unstoppable weapon and figure out its destination before it is too late. Yet at the same time, Zero learns of a shocking new development in his mental condition, one that might sideline him for good. Can he save the world—and can he save himself? DECOY ZERO (Book #8) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Books #9-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,xBW9DwAAQBAJ,,0,,[],0.0
Recall Zero (An Agent Zero Spy Thriller—Book #6),Jack Mars,1094310352,9781094310350,2019,Jack Mars,320,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews In RECALL ZERO (Book #6), the President’s translator is the only one privy to a secret conversation that can change the world. She is targeted for assassination and hunted down, and Agent Zero, called back into the line of duty, may just be the only one who can save her. Agent Zero, trying to get his life back in order and to win back the trust of his girls, vows not to return to service. But when he is needed to save the life of this defenseless translator, he can’t say no. Yet the translator, he realizes, is as intriguing as the secrets she keeps, and Zero, on the run with her, just might be falling for her. What secret is she keeping? Why are the most powerful organizations in the world trying to kill her for it? And will Zero be able to save her in time? RECALL ZERO (Book #6) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Book #7 in the AGENT ZERO series will be available soon. Books #7-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,zJWbDwAAQBAJ,,0,,[],0.0
File Zero (An Agent Zero Spy Thriller—Book #5),Jack Mars,1094310336,9781094310336,2019,Jack Mars,353,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews In FILE ZERO (Book #5), Agent Zero’s memory finally comes flooding back—and with it, shocking revelations about the CIA’s secret plot to spark a war and to take his life. Disavowed and on the run, can he stop them in time? When an incident in the Strait of Hormuz threatens to mushroom into an all-out war, Agent Zero’s memory comes rushing back, and with it, a chance to uncover the plot that caused his memory loss to begin with. Discredited, with few friends left, Zero is on his own as he tries to stop the CIA while also saving his targeted family. Yet as he digs deeper, another, more nefarious, plot comes to surface, one which will require him to trust no one, and to risk it all to save the country he loves. FILE ZERO (Book #5) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Book #6 in the AGENT ZERO series is now also available. Books #6-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,26OaDwAAQBAJ,,0,,[],0.0
Hunting Zero (An Agent Zero Spy Thriller—Book #3),Jack Mars,1640298010,9781640298019,2019,Jack Mars,407,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews In HUNTING ZERO (Book #3), when CIA operative Agent Zero finds out his two teenage girls have been kidnapped and are bound for a trafficking ring in Eastern Europe, he embarks on a high-octane chase across Europe, leaving a trail of devastation is his wake as he breaks all rules, risks his own life, and does everything he can to get his daughters back. Kent, ordered by the CIA to stand down, refuses. Without the backing of the agency, with moles and assassins on all sides, with a lover he can barely trust, and being targeted himself, Agent Zero must fight multiple foes to get his girls back. Up against the most deadly trafficking ring in Europe, with political connections reaching all the way to the top, it is an unlikely battle—one man against an army—and one that only Agent Zero can wage. And yet, his own identity, he realizes, may be the most perilous secret of all. HUNTING ZERO (Book #3) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Books #4-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,JCePDwAAQBAJ,,0,,[],0.0
Agent Zero (An Agent Zero Spy Thriller—Book #1),Jack Mars,1640297995,9781640297999,2019,Jack Mars,460,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. The author did a superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews In this much-anticipated debut of an epic spy thriller series by #1 bestseller Jack Mars, readers are taken on an action thriller across Europe as presumed-CIA operative Kent Steele, hunted by terrorists, by the CIA, and by his own identity, must solve the mystery of who is after him, of the terrorists’ pending target—and of the beautiful woman he keeps seeing in his mind. Kent Steele, 38, a brilliant professor of European History at Columbia University, lives a quiet life in a New York suburb with his two teenage daughters. All that changes when late one night he gets a knock on his door and is abducted by three terrorists—and finds himself flown across the ocean to be interrogated in a basement in Paris. They are convinced that Kent is the most lethal spy the CIA has ever known. He is convinced they have the wrong man. Do they? With a conspiracy around him, adversaries as smart as he is, and an assassin on his tail, the wild game of cat and mouse leads Kent on a perilous road—one that may lead back to Langley—and to a shocking discovery of his own identity. AGENT ZERO is an espionage thriller that will keep you turning pages late into the night. Books #2-#12 are also available! “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary ) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,GCaPDwAAQBAJ,,0,,[],0.0
Trapping Zero (An Agent Zero Spy Thriller—Book #4),Jack Mars,1094310328,9781094310329,2019,Jack Mars,414,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews In TRAPPING ZERO (Book #4), a terrorist cell in the Mideast gains a new, fanatic leader, one intent on orchestrating what would be the deadliest attack on American soil. Can Agent Zero uncover the plot and stop him in time? Although Agent Zero’s daughters are home safely, the mental anguish from their experience weighs heavy on their small family. Zero, working to be a good father and to repair the damage, decides the time has come to undergo surgery to regain all of his memories. But will it work? In the midst of it all, he is again thrust into the line of duty as a U.S. embassy is destroyed in the Mideast and as an experimental new weapon is uncovered. But without his memories, with some of his own CIA allies intent on his destruction, who can he really trust? TRAPPING ZERO (Book #4) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Books #5-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,hqCaDwAAQBAJ,,0,,[],0.0
Assassin Zero (An Agent Zero Spy Thriller—Book #7),Jack Mars,1094303704,9781094303703,2019,Jack Mars,390,0.0,0,"“You will not sleep until you are finished with AGENT ZERO. A superb job creating a set of characters who are fully developed and very much enjoyable. The description of the action scenes transport us into a reality that is almost like sitting in a movie theater with surround sound and 3D (it would make an incredible Hollywood movie). I can hardly wait for the sequel.” --Roberto Mattos, Books and Movie Reviews When a mysterious ultrasonic weapon attack may be the preamble to something greater, Agent Zero sets off on a global manhunt to stop the ultimate devastation before it is too late. Agent Zero, trying to come up for air on the heels of the President’s impeachment and Sarah’s close brush with danger, wants to retire from the service and try to get his family back together. But fate has other choices for him. With the safety of the world at stake, Zero knows he must follow the call to duty. Yet his memories are shifting, and with it, new secrets are flooding back. Tormented, at his low point, Agent Zero may be able to save the world—but he may not be able to escape from himself. ASSASSIN ZERO (Book #7) is an un-putdownable espionage thriller that will keep you turning pages late into the night. Books #8-#12 are also available! “Thriller writing at its best.” --Midwest Book Review (re Any Means Necessary) “One of the best thrillers I have read this year.” --Books and Movie Reviews (re Any Means Necessary) Also available is Jack Mars’ #1 bestselling LUKE STONE THRILLER series (7 books), which begins with Any Means Necessary (Book #1), a free download with over 800 five star reviews!",['Fiction'],['Thriller'],thriller,i9GkDwAAQBAJ,,0,,[],0.0
"Agent Zero Spy Thriller Bundle: Agent Zero (#1), Target Zero (#2), and Hunting Zero (#3",Jack Mars,1094311103,9781094311104,2019,Jack Mars,1244,0.0,0,"A bundle of books #1 (AGENT ZERO), #2 (TARGET ZERO), and #3 (HUNTING ZERO) in Jack Mars’s Agent Zero Spy Thriller series—a bestseller! This bundle offers books one, two and three in one convenient file, with over 250,000 words of reading. In AGENT ZERO, Kent Steele, 38, a brilliant professor of European History at Columbia University, lives a quiet life in a New York suburb with his two teenage daughters. All that changes when late one night he gets a knock on his door and is abducted by three terrorists—and finds himself flown across the ocean to be interrogated in a basement in Paris. They are convinced that Kent is the most lethal spy the CIA has ever known. He is convinced they have the wrong man. Do they? With a conspiracy around him, adversaries as smart as he is, and an assassin on his tail, the wild game of cat and mouse leads Kent on a perilous road—one that may lead back to Langley—and to a shocking discovery of his own identity. In TARGET ZERO, life returns only fleetingly back to normal for Kent before he finds himself summoned by the CIA to hunt down terrorists and stop another international crisis—this one even more potentially devastating than the last. Yet with an assassin hunting him down, a conspiracy within, moles all around him and with a lover he can barely trust, Kent is setup to fail. His memory is quickly returning, though, and with it, flashes into the secrets of who he was, what he’d discovered, and why they are after him. His own identity, he realizes, may be the most perilous secret of all. In HUNTING ZERO, Kent, ordered by the CIA to stand down, refuses. Without the backing of the agency, with moles and assassins on all sides, with a lover he can barely trust, and being targeted himself, Agent Zero must fight multiple foes to get his girls back. Up against the most deadly trafficking ring in Europe, with political connections reaching all the way to the top, it is an unlikely battle—one man against an army—and one that only Agent Zero can wage. AGENT ZERO is an espionage thriller series that will keep you turning pages late into the night. Book #4 in the series, TRAPPING ZERO is also available!",['Fiction'],['Thriller'],thriller,WPSrDwAAQBAJ,,0,,[],0.0
The Peacock and the Sparrow,I.S. Berry,1982194553,9781982194550,2024,Simon and Schuster,320,0.0,0,"THRILLER OF THE YEAR: The Times (London) • The Telegraph BEST FIRST NOVEL WINNER: Edgar Awards • International Thriller Writers Awards • Barry Awards • Macavity Awards A BEST BOOK OF THE YEAR: The New Yorker • NPR • The Times (London) • The Financial Times • The Guardian • The Telegraph • The Diplomatic Courier During the Arab Spring, an American spy’s final mission goes dangerously awry in this “crackling debut thriller” (The New Yorker) from a former CIA officer heralded as one of the “top spy novelists of the 21st century” (The Sunday Times, London). Shane Collins, a world-weary CIA spy, is ready to come in from the cold. Stationed in Bahrain off the coast of Saudi Arabia for his final tour, he has little use for his mission—uncovering Iranian support for the insurgency against the monarchy. Then Collins meets Almaisa, a beautiful and enigmatic artist, and his eyes are opened to a side of Bahrain most expats never experience, to questions he never thought to ask. When his trusted informant inside the opposition becomes embroiled in a murder, Collins finds himself drawn deep into the conflict. His budding romance with Almaisa—and his loyalties—are upended; in an instant, he’s caught in the crosswinds of a revolution. Drawing on all his skills as a spymaster, he sets out to learn the truth behind the Arab Spring, win Almaisa’s love, and uncover the murky border where Bahrain’s secrets end and America’s begin.",['Fiction'],['Thriller'],thriller,7EX8EAAAQBAJ,,0,,[],0.0
